Chafron_OTU	GreenGenes_13_5
otu_b9019	4381916
otu_b9024	358670
otu_b9027	331038
otu_b90274	4314520
otu_b90281	543839
otu_b90308	138436
otu_b9031	576416
otu_b90389	225453
otu_b90412	584900
otu_b90444	100819
otu_b9045	350592
otu_b9048	301113
otu_b906	157884
otu_b90623	225145
otu_b9064	346457
otu_b90665	224816
otu_b9070	269973
otu_b90708	562438
otu_b90709	3447868
otu_b9076	303919
otu_b908	8281
otu_b90818	165935
otu_b9083	318163
otu_b9085	27216
otu_b90859	100989
otu_b9087	573830
otu_b90904	89669
otu_b90915	72420
otu_b90943	200507
otu_b9097	172777
otu_b9100	334705
otu_b9101	387095
otu_b9102	12399
otu_b91063	1108523
otu_b91064	105699
otu_b911	656307
otu_b91142	986513
otu_b9120	306633
otu_b9130	181187
otu_b9136	357471
otu_b91360	811458
otu_b91375	4282096
otu_b914	579618
otu_b9143	228778
otu_b9144	511575
otu_b9149	342691
otu_b915	358265
otu_b91512	62732
otu_b91534	143698
otu_b91588	156210
otu_b916	820440
otu_b91600	105239
otu_b91604	223724
otu_b9164	350435
otu_b9165	834463
otu_b9169	539820
otu_b917	367854
otu_b91730	220337
otu_b9176	344865
otu_b91773	568461
otu_b91793	814406
otu_b91810	1123057
otu_b9188	4392747
otu_b919	73276
otu_b91905	659756
otu_b9191	350400
otu_b9193	4191060
otu_b91948	826836
otu_b920	992170
otu_b92005	1134668
otu_b9206	123001
otu_b9211	4331736
otu_b92119	223030
otu_b9212	350373
otu_b92120	102799
otu_b92136	223000
otu_b9216	47677
otu_b92176	829415
otu_b92218	222885
otu_b9227	816268
otu_b9229	558264
otu_b92317	142384
otu_b92352	222701
otu_b92394	317157
otu_b9240	4477999
otu_b925	14475
otu_b92507	222489
otu_b9256	588787
otu_b92700	836732
otu_b9273	350277
otu_b92734	2885480
otu_b92799	111131
otu_b9284	116529
otu_b92844	197288
otu_b92848	580916
otu_b9292	334216
otu_b9294	274787
otu_b92992	370183
otu_b92995	4422321
otu_b93100	510547
otu_b9319	533202
otu_b9320	50968
otu_b93213	306710
otu_b9323	4449458
otu_b93294	855996
otu_b93344	1771
otu_b9336	359098
otu_b9337	350188
otu_b934	30062
otu_b9341	4342682
otu_b9342	648795
otu_b9344	1121641
otu_b93460	157110
otu_b9347	350175
otu_b935	317451
otu_b9350	4390966
otu_b9351	519398
otu_b93561	1145693
otu_b9363	336705
otu_b93673	4483458
otu_b9368	791522
otu_b9369	350141
otu_b9370	814909
otu_b9374	187962
otu_b9376	715885
otu_b9377	511337
otu_b93771	220653
otu_b93809	578551
otu_b9384	152432
otu_b93844	220551
otu_b93847	109756
otu_b9387	81047
otu_b9390	35786
otu_b93999	513803
otu_b94014	220305
otu_b94078	822903
otu_b9412	584463
otu_b9416	16191
otu_b9419	334328
otu_b9420	3203801
otu_b9426	106476
otu_b9433	350043
otu_b94357	219830
otu_b9440	284672
otu_b9443	259912
otu_b9445	108433
otu_b94464	16084
otu_b945	239869
otu_b9454	4409280
otu_b94549	1129210
otu_b9455	373449
otu_b94556	50582
otu_b946	180637
otu_b9463	245324
otu_b947	89144
otu_b94712	219317
otu_b9478	365891
otu_b94783	2160415
otu_b94827	512469
otu_b9489	105501
otu_b94896	2971192
otu_b949	4303249
otu_b9490	308786
otu_b9491	276834
otu_b9492	349960
otu_b94954	359993
otu_b9496	4468466
otu_b94967	218934
otu_b9497	4313353
otu_b9499	365891
otu_b9502	4377062
otu_b9506	3156804
otu_b95080	218772
otu_b95137	4405710
otu_b952	539915
otu_b9520	321517
otu_b9521	165346
otu_b9525	260303
otu_b95354	2579213
otu_b9536	349902
otu_b9537	331849
otu_b95476	215331
otu_b95520	830539
otu_b9561	230801
otu_b9566	238820
otu_b9577	1129766
otu_b95771	78190
otu_b9580	210024
otu_b95930	92333
otu_b95950	590637
otu_b95958	58864
otu_b96079	1934311
otu_b96099	1611482
otu_b961	360097
otu_b96116	4467056
otu_b96117	1611482
otu_b9612	303883
otu_b9613	349789
otu_b96135	259772
otu_b96148	210371
otu_b9616	401384
otu_b9617	349783
otu_b96172	4361189
otu_b96182	198468
otu_b9623	287578
otu_b96245	4368216
otu_b96254	173565
otu_b96258	369027
otu_b9629	345804
otu_b96299	4453304
otu_b963	163730
otu_b96318	4447950
otu_b96326	4412542
otu_b96335	214919
otu_b96346	163243
otu_b9635	579431
otu_b96364	2876801
otu_b9637	265280
otu_b96393	210092
otu_b96410	215097
otu_b96430	661266
otu_b96455	216771
otu_b96456	342380
otu_b9648	213885
otu_b96492	213813
otu_b965	902711
otu_b9650	331038
otu_b96505	1110065
otu_b9652	844006
otu_b96543	4372382
otu_b96563	156886
otu_b96566	269327
otu_b96582	216599
otu_b96584	2189140
otu_b96588	759751
otu_b966	1962755
otu_b9660	244041
otu_b96614	359538
otu_b9662	547727
otu_b96623	216550
otu_b9668	709971
otu_b96687	359120
otu_b96693	4447950
otu_b967	4396454
otu_b96756	944197
otu_b9680	314935
otu_b9682	143297
otu_b96821	2530636
otu_b96852	752354
otu_b96856	360508
otu_b9686	173565
otu_b9689	2442706
otu_b96905	2979308
otu_b96914	525344
otu_b96915	190938
otu_b9695	4447817
otu_b96979	214682
otu_b9698	28732
otu_b96986	216010
otu_b970	260794
otu_b9700	123001
otu_b9701	748412
otu_b9703	1107819
otu_b97057	1092813
otu_b97090	215855
otu_b97098	4416646
otu_b97099	368264
otu_b971	834463
otu_b97115	2923307
otu_b9712	652375
otu_b97137	4234212
otu_b9714	767012
otu_b97145	4447950
otu_b97146	4342682
otu_b97162	28218
otu_b97163	197003
otu_b97171	208118
otu_b97174	367213
otu_b97179	212698
otu_b9718	277200
otu_b97192	358785
otu_b9726	199919
otu_b97285	204093
otu_b97293	1855954
otu_b97301	3155554
otu_b97316	3060
otu_b97318	178852
otu_b97381	1667433
otu_b97388	215266
otu_b97403	215388
otu_b97415	4371173
otu_b97486	212698
otu_b97507	4476065
otu_b97518	542709
otu_b97525	661266
otu_b97567	72420
otu_b9758	541167
otu_b97597	72420
otu_b97632	4386814
otu_b97685	214977
otu_b97694	165926
otu_b97695	181844
otu_b97713	367995
otu_b97717	212698
otu_b97723	214919
otu_b97733	2254001
otu_b9776	325763
otu_b9779	38403
otu_b9783	828027
otu_b9787	1143645
otu_b9788	35565
otu_b97886	212698
otu_b97894	363232
otu_b97896	4308835
otu_b979	112903
otu_b98	4448676
otu_b98003	45363
otu_b98009	4431558
otu_b98046	3203828
otu_b9805	342303
otu_b9814	558970
otu_b98163	4316205
otu_b9817	228391
otu_b982	92231
otu_b98216	212698
otu_b9824	187932
otu_b98299	156432
otu_b9830	610455
otu_b98332	214031
otu_b98343	190938
otu_b98359	212698
otu_b98378	162651
otu_b98445	211600
otu_b98475	186263
otu_b9849	3046870
otu_b98492	170462
otu_b9851	228778
otu_b98515	213762
otu_b9852	167882
otu_b98520	358265
otu_b98527	187099
otu_b98573	4453773
otu_b9859	2686191
otu_b98594	357011
otu_b9861	312272
otu_b98637	107767
otu_b98646	211354
otu_b98653	120281
otu_b98820	357312
otu_b98847	1740499
otu_b9890	349401
otu_b98920	268683
otu_b98978	366716
otu_b99	153559
otu_b99017	4354842
otu_b99050	4428676
otu_b9907	197708
otu_b9911	4304087
otu_b99197	835594
otu_b99210	212619
otu_b9923	366068
otu_b99233	754800
otu_b9929	289257
otu_b993	158565
otu_b9933	19427
otu_b99378	358265
otu_b99379	212354
otu_b9938	315196
otu_b99383	4308591
otu_b99388	212341
otu_b9941	3608623
otu_b99414	4371786
otu_b99415	197505
otu_b9942	566216
otu_b99476	4315084
otu_b9950	217186
otu_b9953	559953
otu_b99543	532139
otu_b9959	344805
otu_b99602	74679
otu_b99623	1107128
otu_b99651	211935
otu_b9966	365484
otu_b99754	186851
otu_b99756	210024
otu_b99857	211593
otu_b9992	589415
otu_b9997	111455

